"","ch_edaphic_eivdescombes_pixel_d","ch_edaphic_eivdescombes_pixel_f","ch_edaphic_eivdescombes_pixel_h","ch_edaphic_eivdescombes_pixel_k","ch_edaphic_eivdescombes_pixel_l","ch_edaphic_eivdescombes_pixel_n","ch_edaphic_eivdescombes_pixel_r","ch_edaphic_eivdescombes_pixel_w","gdd0Y_8110_LV95","gdd3Y_8110_LV95","gdd5Y_8110_LV95","AI_8110_LV95","bio1_t_8110_LV95","bio2_tdr_8110_LV95","bio3_tiso_8110_LV95","bio4_ts_8110_LV95","bio5_tmaxw_8110_LV95","bio6_tminc_8110_LV95","bio7_tar_8110_LV95","bio8_twetq_8110_LV95","bio9_tdryq_8110_LV95","bio10_twarmq_8110_LV95","bio11_tcoldq_8110_LV95","bio12_p_8110_LV95","bio13_pwet_8110_LV95","bio14_pdry_8110_LV95","bio15_ps_8110_LV95","bio16_pwetq_8110_LV95","bio17_pdryq_8110_LV95","bio18_pwarmq_8110_LV95","bio19_pcoldq_8110_LV95","etpY_8110_LV95","east_mean","eastSlope_mean","mnt_mean","north_mean","northSlope_mean","roughness_mean","slope_mean","TPI_mean","TRI_mean","CanopyVaud2m_max","CanopyVaud2m_mean","CanopyVaud2m_median","CanopyVaud2m_min","CanopyVaud2m_sd","ForetBuissannante_prop","ForetClairsemee_prop","ForetDense_prop","Glacier_prop","RocheMeubler_prop","Rocks_Min80Per_prop","ZHumide_prop","sradY","meanEVI_annualmax_2001_2021","meanEVI_annualmean_2001_2021","meanEVI_annualmedian_2001_2021","meanEVI_annualmin_2001_2021","meanEVI_annualrange_2001_2021","meanEVI_annualstd_2001_2021","meanGCI_annualmax_2001_2021","meanGCI_annualmean_2001_2021","meanGCI_annualmedian_2001_2021","meanGCI_annualmin_2001_2021","meanGCI_annualrange_2001_2021","meanGCI_annualstd_2001_2021","SCD15_final","SCD40_final"
"13",3.79537487030029,2.75325465202332,2.01081347465515,3.22690653800964,4.41656875610352,2.13381481170654,6.93634986877441,1.51140296459198,1222,694.5,435.299987792969,11,1.20000004768372,6.80000019073486,31.2000007629395,555,13.3000001907349,-8.60000038146973,21.8999996185303,8.19999980926514,-3.29999995231628,8.19999980926514,-4.90000009536743,2182.30004882812,218.199996948242,142.600006103516,13.8999996185303,647.099975585938,471,647.099975585938,550.799987792969,249.100006103516,-0.363887280225754,-0.203869685530663,2187.93090820312,-0.93144291639328,-0.521845698356628,1.75225830078125,34.0734443664551,0.00019073486328125,0.534034729003906,0.138671875,0.056640625,0.0439453125,0,0.0686100348830223,0,0,0,0,0.990000009536743,0.00999999977648258,0,91070.3828125,18796750,-2944500,3709500,-217850512,235712000,43711000,6294000,1393000,1381000,-4831500,11125500,3171500,137,134.000000000052
"14",3.72417092323303,2.88911938667297,2.04875135421753,3.1690685749054,4.35442399978638,2.19726085662842,6.8590521812439,1.50621581077576,1267.30004882812,728.099975585938,461.299987792969,11,1.5,6.90000009536743,31.3999996185303,555.799987792969,13.6000003814697,-8.39999961853027,22,8.39999961853027,-3.09999990463257,8.39999961853027,-4.69999980926514,2183.10009765625,218.399993896484,142.5,13.8999996185303,647.700012207031,470.700012207031,647.700012207031,550.900024414062,253.899993896484,0.444974631071091,0.129841551184654,2120.263671875,-0.895523309707642,-0.261310309171677,0.81793212890625,16.9655380249023,6.866455078125e-05,0.238822937011719,0,0,0,0,0,0,0,0,0,1,0,0,88319.8203125,27400500,5369000,4696500,-13224500,41946000,8610500,10499000,1357500,1119500,-6128000,16628000,4627500,148.000000000487,145.999999999838
"15",3.42668104171753,3.09906339645386,2.3979697227478,2.98272848129272,4.20800495147705,2.20581555366516,6.72476768493652,1.52558028697968,1272.59997558594,732.099975585938,464.399993896484,11,1.5,6.90000009536743,31.2999992370605,556.900024414062,13.6000003814697,-8.39999961853027,22,8.5,-3.09999990463257,8.5,-4.69999980926514,2196.89990234375,219.899993896484,143.300003051758,14,651.799987792969,473.600006103516,651.799987792969,554.799987792969,256.100006103516,0.61579155921936,0.216508120298386,2110.859375,-0.782371520996094,-0.270997434854507,1.04302978515625,20.3967933654785,-0.03558349609375,0.275039672851562,0,0,0,0,0,0,0,0,0,1,0,0,76735.9296875,17488876,3217500,4914000,-53202000,72050000,14116500,8572000,2089500,1983000,-5754000,14328000,4297500,152.99999999981,150
"16",2.80984783172607,2.97630620002747,2.92295336723328,3.09012031555176,4.01883125305176,2.37044525146484,6.49254417419434,1.66367089748383,1277.69995117188,736.400024414062,467.899993896484,9,1.5,6.90000009536743,31.3999996185303,559.200012207031,13.6999998092651,-8.39999961853027,22.1000003814697,8.5,-3.09999990463257,8.5,-4.80000019073486,2132.69995117188,213.5,139.800003051758,14,634.400024414062,459.100006103516,634.400024414062,536.200012207031,218.800003051758,-0.899322688579559,-0.301636636257172,2080.98291015625,0.435997307300568,0.14636068046093,0.94879150390625,19.6005897521973,0.0093536376953125,0.2786865234375,0.497314453125,0.46722412109375,0.4658203125,0.43994140625,0.027834439650178,0,0,0,0,0.790000021457672,0,0,65031.64453125,20030124,8751000,9231500,-4973000,24761000,7044500,28468000,10565000,9541500,-4400500,32868000,11677500,137,137
"17",3.32478189468384,2.92050290107727,2.50250768661499,3.1433310508728,4.0949501991272,2.27160716056824,6.69446992874146,1.61003506183624,1290.09997558594,745.900024414062,475.299987792969,10,1.5,7,31.5,561.200012207031,13.8000001907349,-8.39999961853027,22.2000007629395,8.60000038146973,-3,8.60000038146973,-4.69999980926514,2111.19995117188,211.300003051758,138.600006103516,14,628.400024414062,454.399993896484,628.400024414062,530.200012207031,237,0.97734272480011,0.107984907925129,2057.71630859375,0.211560636758804,0.0233773645013571,0.26434326171875,6.34349346160889,-0.0002899169921875,0.087371826171875,0.43017578125,0.31414794921875,0.3076171875,0.211181640625,0.0933337807655334,0,0,0,0,0.409999996423721,0,0,80697.703125,52789876,9318000,12176500,-43336500,84173000,17939000,30597500,8221000,4763500,-5952500,36551000,11691000,158.999999999651,158.999999999721
"18",2.66062760353088,2.89877605438232,3.10712695121765,3.1802294254303,4.00982618331909,2.37363743782043,6.40353441238403,1.64723527431488,1304.69995117188,756.400024414062,483.399993896484,11,1.60000002384186,6.90000009536743,31.3999996185303,560.299987792969,13.8000001907349,-8.30000019073486,22.1000003814697,8.60000038146973,-3,8.60000038146973,-4.59999990463257,2130,213.399993896484,139.899993896484,14.1000003814697,634.400024414062,458.100006103516,634.400024414062,534.599975585938,246.899993896484,-0.43917179107666,-0.0369775854051113,2052.63452148438,-0.898398399353027,-0.0756428837776184,0.22601318359375,4.82989025115967,-0.000244140625,0.066162109375,0,0,0,0,0,0,0,0,0,0,0,0,83624.9921875,221466880,14966500,12905500,-180565008,392250496,96779000,64961000,21608500,12330000,-5151500,70111000,24532500,127.000000000499,127.000000000499
"19",2.64356231689453,2.96623396873474,2.98334836959839,3.14984464645386,3.99658012390137,2.34720945358276,6.3776912689209,1.69135999679565,1342,783.900024414062,504.700012207031,10,1.79999995231628,6.90000009536743,31.2999992370605,559.5,14,-8.10000038146973,22.1000003814697,8.80000019073486,-2.79999995231628,8.80000019073486,-4.40000009536743,2188.5,219.399993896484,143.199996948242,14,650.5,471,650.5,550.799987792969,254.5,-0.907997131347656,-0.0439732931554317,2018.73876953125,0.383559972047806,0.0167625397443771,0.125518798828125,2.73753523826599,0.009796142578125,0.0395355224609375,0.131591796875,0.05682373046875,0.0478515625,0,0.0554750598967075,0,0,0,0,0,0,0,75486.1640625,28202624,11652500,13189000,-12633000,40165500,9912000,53386000,16954500,8626000,-6159500,59543500,20842500,142.000000000041,142.000000000041
"20",2.6282799243927,3.02029895782471,2.97535705566406,3.13385033607483,4.00935554504395,2.35835695266724,6.36482334136963,1.74842655658722,1335.59997558594,779.200012207031,501,10,1.79999995231628,6.90000009536743,31.2999992370605,558.700012207031,14,-8.10000038146973,22.1000003814697,8.69999980926514,-2.79999995231628,8.69999980926514,-4.5,2192.39990234375,219.899993896484,143.5,14.1000003814697,652,471.799987792969,652,551.799987792969,247.899993896484,-0.973832368850708,-0.0890074819326401,2020.68041992188,-0.209111332893372,-0.019239354878664,0.218505859375,5.2455906867981,-0.00704574584960938,0.0717887878417969,0.4490966796875,0.3416748046875,0.3309326171875,0.2557373046875,0.081444226205349,0,0,0,0,0,0,0,72963.0625,56085376,10138500,11234000,-42908000,102386000,21118500,56007000,16740500,6218500,-5427500,61434000,21198000,143,144
"21",2.6507728099823,2.99125337600708,3.01155996322632,3.10538172721863,3.98223090171814,2.43690180778503,6.38180446624756,1.66868567466736,1323,769.799987792969,493.600006103516,11,1.70000004768372,6.90000009536743,31.2999992370605,559.400024414062,13.8999996185303,-8.19999980926514,22.1000003814697,8.69999980926514,-2.90000009536743,8.69999980926514,-4.5,2186.89990234375,219.100006103516,142.899993896484,14.1000003814697,650.299987792969,470.5,650.299987792969,550.799987792969,253.199996948242,-0.524823069572449,-0.0513874553143978,2034.8544921875,-0.842496931552887,-0.0844009667634964,0.273773193359375,5.71350431442261,0.00673294067382812,0.0776939392089844,0,0,0,0,0,0,0,0,0,0.930000007152557,0,0,82773.421875,42289248,9727000,11454500,-13082500,51737000,11500000,27306500,7845500,4556000,-5315000,32622000,10746500,145.999999999972,145.999999999972
"22",2.444331407547,3.18383455276489,3.14086127281189,3.00489902496338,3.77389574050903,2.81537938117981,6.27271032333374,1.80475401878357,1367.09997558594,803.099975585938,520.200012207031,12,1.89999997615814,7,31.3999996185303,561.5,14.1999998092651,-8,22.2000007629395,8.89999961853027,-2.59999990463257,8.89999961853027,-4.30000019073486,2111,211.800003051758,139.199996948242,14.1999998092651,630.099975585938,453.200012207031,630.099975585938,527.400024414062,267,0.224963799118996,0.0691564977169037,2020.68225097656,-0.969413876533508,-0.323437690734863,0.829498291015625,19.4528617858887,0.0603485107421875,0.277778625488281,0.349853515625,0.25543212890625,0.25054931640625,0.1707763671875,0.0748039409518242,0,0,0,0,0,0.230000004172325,0,84578.875,31502376,9542000,11768500,-30351000,63408500,14191500,54248000,19123500,12530500,-5290500,59539500,20925500,122.000000000179,109.000000000435
"23",2.45820665359497,2.96400904655457,3.3790078163147,3.10256934165955,3.85671806335449,2.49286699295044,6.11601448059082,1.70652914047241,1397.30004882812,825.700012207031,537.900024414062,12,2,6.90000009536743,31.3999996185303,560.799987792969,14.3000001907349,-7.90000009536743,22.2000007629395,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2161.80004882812,217,142.300003051758,14.1999998092651,644.900024414062,464,644.900024414062,540.599975585938,273.600006103516,-0.217482715845108,-0.122535884380341,2002.48999023438,-0.975670039653778,-0.551437795162201,1.61752319335938,34.4181594848633,0.032501220703125,0.541259765625,0.6102294921875,0.22064208984375,0.13616943359375,0,0.289722144603729,0,0,0,0,0,0,0,89141.0546875,576272384,53416500,12303500,-4266500,1132952064,220361008,64444000,26319500,24839500,-10938000,75381504,25290000,111.000000000121,100.000000000094
"24",2.38501405715942,3.12941074371338,3.44088578224182,3.00950813293457,3.90147423744202,2.39772868156433,6.03316783905029,1.82270991802216,1356.90002441406,795.200012207031,513.700012207031,11,1.89999997615814,6.90000009536743,31.2999992370605,559.799987792969,14.1000003814697,-8,22.1000003814697,8.89999961853027,-2.70000004768372,8.89999961853027,-4.30000019073486,2180,218.899993896484,143.199996948242,14.1000003814697,649.400024414062,468.5,649.400024414062,546.599975585938,246.800003051758,0.954926609992981,0.27397432923317,2056.5849609375,-0.296780586242676,-0.0851646512746811,0.75048828125,16.6732082366943,-0.00232696533203125,0.236778259277344,0,0,0,0,0,0,0,0,0,0,0,0,80170.2578125,42904500,11610000,13049000,-18653500,70386000,14156000,49872500,15032000,5584500,-5888500,55762500,19661000,140.000000000281,139.000000000421
"25",2.56628727912903,2.92949151992798,3.34148740768433,3.05218195915222,3.87624406814575,2.35531258583069,5.95265865325928,1.5915755033493,1384.09997558594,815.700012207031,529.900024414062,11,2,6.90000009536743,31.2999992370605,559.400024414062,14.1999998092651,-7.90000009536743,22.1000003814697,9,-2.59999990463257,9,-4.19999980926514,2162.69995117188,217.199996948242,142.5,14.1000003814697,644.5,464.799987792969,644.5,540.799987792969,261.700012207031,0.501285135746002,0.0581152141094208,2075.19189453125,-0.865241408348083,-0.100309178233147,0.31903076171875,6.65739440917969,-3.814697265625e-05,0.0903701782226562,0,0,0,0,0,0,0,0,0,0.469999998807907,0,0,75573.6328125,39587248,11012500,12211500,-12880000,49710500,11184500,52250000,15331000,7229500,-5870500,58120500,20292500,144.000000000105,144.000000000105
"26",2.511559009552,3.01588702201843,3.3636953830719,3.00689935684204,3.92977404594421,2.32226848602295,6.15709590911865,1.67220520973206,1400.30004882812,827.599975585938,539.200012207031,10,2.09999990463257,6.80000019073486,31.2000007629395,558.900024414062,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2142,215.399993896484,141.699996948242,14.1000003814697,638.900024414062,460.299987792969,638.900024414062,534,232.699996948242,-0.783844470977783,-0.208165422081947,2097.38793945312,0.620931923389435,0.164900898933411,0.77392578125,15.4008359909058,3.814697265625e-05,0.204689025878906,0.521484375,0.35400390625,0.30126953125,0.268798828125,0.114841461181641,0,0,0,0,0.00999999977648258,0,0,64698.109375,199469120,16833000,8467500,-4457000,170487488,41628500,30434500,8505500,2470500,-5215000,35649000,12456500,155,155
"27",2.67001581192017,3.0191376209259,3.26858592033386,3.02917671203613,3.9247465133667,2.30869293212891,6.29807424545288,1.63357269763947,1413.30004882812,838,547.599975585938,10,2.09999990463257,6.90000009536743,31.3999996185303,560.599975585938,14.3999996185303,-7.80000019073486,22.2000007629395,9.19999980926514,-2.40000009536743,9.19999980926514,-4.19999980926514,2139.30004882812,215.5,142.199996948242,14.3000001907349,640.700012207031,458.100006103516,640.700012207031,530,250.600006103516,0.917816758155823,0.0903023704886436,2066.83740234375,-0.395590871572495,-0.0389179699122906,0.259765625,5.64631175994873,-0.0001220703125,0.0778350830078125,0.23974609375,0.0875244140625,0.05517578125,0,0.114037372171879,0,0,0,0,0,0,0,72489.0546875,50442000,6344500,4525500,-61404500,138096000,27150000,32436000,4811500,-1876000,-6707500,39142500,13357000,170,170
"28",2.82877898216248,2.94676065444946,3.1823194026947,3.01892709732056,3.97199201583862,2.27128148078918,6.23168611526489,1.52500545978546,1395,823.900024414062,536.400024414062,11,2.09999990463257,6.80000019073486,31.2000007629395,558.299987792969,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2123.10009765625,213.899993896484,141.300003051758,14.3000001907349,635.299987792969,455.200012207031,635.299987792969,525.700012207031,255.699996948242,0.996016919612885,0.103081174194813,2151.12890625,-0.0891605392098427,-0.00922752730548382,0.225830078125,5.9403715133667,-3.0517578125e-05,0.080047607421875,0,0,0,0,0,0,0,0,0,0,0.100000001490116,0,69997.6171875,23387750,8556500,9650000,-6185000,27491000,7637500,45603500,8735000,729000,-6542000,52146000,17274000,163.999999999979,164.000000000031
"29",2.83314609527588,2.84571290016174,3.25629687309265,3.09878468513489,4.09466505050659,2.20956182479858,6.16653537750244,1.46369302272797,1402.09997558594,829,540.099975585938,11,2.09999990463257,6.80000019073486,31.1000003814697,558.200012207031,14.1999998092651,-7.80000019073486,22,9.10000038146973,-2.5,9.10000038146973,-4.19999980926514,2118.39990234375,213.5,141.100006103516,14.1999998092651,633.5,454.600006103516,633.5,524.700012207031,257.5,-0.990093946456909,-0.296160817146301,2142.35498046875,-0.140405923128128,-0.0419987551867962,0.708740234375,17.404993057251,4.57763671875e-05,0.243759155273438,0,0,0,0,0,0,0,0,0,0,0,0,71421.265625,22725000,8162000,9563000,-14729500,37263500,10524000,45789000,9489500,1034500,-7177500,52965500,18384500,167,167
