x,y,z,ch_edaphic_eivdescombes_pixel_d,ch_edaphic_eivdescombes_pixel_f,ch_edaphic_eivdescombes_pixel_h,ch_edaphic_eivdescombes_pixel_k,ch_edaphic_eivdescombes_pixel_l,ch_edaphic_eivdescombes_pixel_n,ch_edaphic_eivdescombes_pixel_r,ch_edaphic_eivdescombes_pixel_w,gdd0Y_8110_LV95,gdd3Y_8110_LV95,gdd5Y_8110_LV95,AI_8110_LV95,bio1_t_8110_LV95,bio2_tdr_8110_LV95,bio3_tiso_8110_LV95,bio4_ts_8110_LV95,bio5_tmaxw_8110_LV95,bio6_tminc_8110_LV95,bio7_tar_8110_LV95,bio8_twetq_8110_LV95,bio9_tdryq_8110_LV95,bio10_twarmq_8110_LV95,bio11_tcoldq_8110_LV95,bio12_p_8110_LV95,bio13_pwet_8110_LV95,bio14_pdry_8110_LV95,bio15_ps_8110_LV95,bio16_pwetq_8110_LV95,bio17_pdryq_8110_LV95,bio18_pwarmq_8110_LV95,bio19_pcoldq_8110_LV95,etpY_8110_LV95,east_mean,eastSlope_mean,north_mean,northSlope_mean,roughness_mean,slope_mean,TPI_mean,TRI_mean,CanopyVaud2m_max,CanopyVaud2m_mean,CanopyVaud2m_median,CanopyVaud2m_min,CanopyVaud2m_sd,EauxStagnantes_prop,ForetBuissannante_prop,ForetClairsemee_prop,ForetDense_prop,Glacier_prop,RocheMeubler_prop,Rocks_Min80Per_prop,ZHumide_prop,sradY,meanEVI_annualmax_2001_2021,meanEVI_annualmean_2001_2021,meanEVI_annualmedian_2001_2021,meanEVI_annualmin_2001_2021,meanEVI_annualrange_2001_2021,meanEVI_annualstd_2001_2021,meanGCI_annualmax_2001_2021,meanGCI_annualmean_2001_2021,meanGCI_annualmedian_2001_2021,meanGCI_annualmin_2001_2021,meanGCI_annualrange_2001_2021,meanGCI_annualstd_2001_2021,SCD15_final,SCD40_final,Sites_notre_num_rotation_,Site_Suisse,Aneura_pinguis,Anthelia_juratzkana,Asterella_lindenbergiana,Clevea_hyalina,Barbilophozia_barbata,Barbilophozia_floerkei,Barbilophozia_hatcheri,Barbilophozia_lycopodioides,Schljakovianthus_quadrilobus,Blepharostoma_trichophyllum,Calypogeia_azurea,Calypogeia_neesiana,Cephalozia_bicuspidata,Fuscocephaloziopsis_lunulifolia,Fuscocephaloziopsis_pleniceps,Cephaloziella_sp,Chiloscyphus_pallescens,Conocephalum_conicum,Fossombronia_sp,Jungermannia_atrovirens,Jungermannia_borealis,Solenostoma_confertissimum,Solenostoma_hyalinum,Solenostoma_gracillimum,Jungermannia_cf_obovata,Jungermannia_cf_polaris,Mesoptychia_badensis,Mesoptychia_bantriensis,Mesoptychia_heterocolpos,Mesoptychia_sp,Lejeunea_cavifolia,Lophocolea_bidentata,Lophocolea_heterophylla,Lophocolea_minor,Isopaches_bicrenatus,Barbilophozia_sudetica,Lophozia_ventricosa,Lophozia_wenzelii,Mannia_cf_androgyna,Marchantia_polymorpha,Marsupella,Metzgeria_furcata,Metzgeria_pubescens,Apopellia_endivifolia,Pellia_neesiana,Pellia_epiphylla,Pellia_sp,Peltopsis_quadrata,Porella_cordaeana,Porella_platyphylla,Marchantia_quadrata,Ptilidium_ciliare,Radula_complanata,Reboulia_hemisphaerica,Riccardia_multifida,Scapania_aequiloba,Scapania_aspera,Scapania_calcicola,Scapania_cuspiduligera,Scapania_gymnostophila,Scapania_irrigua,Scapania_paludicola,Scapania_gr_scandica,Scapania_cf_subalpina,Scapania_sp,Tritomaria_exsecta,Tritomaria_exsectiformis,Saccobasis_polita,Jungermannia_sp
2574300,1119800,1573.30749511719,2.82370901107788,2.87513327598572,2.86786580085754,3.20451140403748,3.56200218200684,2.46526718139648,6.72284364700317,1.74867367744446,1864.80004882812,1189.5,829.5,13,3.90000009536743,7.40000009536743,32.2999992370605,576.599975585938,16.7000007629395,-6.40000009536743,23.1000003814697,11.1000003814697,-0.5,11.1000003814697,-2.59999990463257,1790.5,184.600006103516,126.400001525879,14,538.5,392.5,538.5,416.299987792969,258.100006103516,-0.878682792186737,-0.485364079475403,0.469441205263138,0.260416179895401,1.7774658203125,33.5703430175781,-0.0412406921386719,0.513118743896484,1.04736328125,0.5057373046875,0.36279296875,0,0.470058113336563,0,0,0,0,0,1,0,0,56725.34375,150594880,9179000,1026500,-74419504,216913504,46842000,140740000,10678500,1128000,-7009000,147750496,33454500,100.000000002088,123.999999998895,P160,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
